FiscalYear,MonthYear,Town,AdmMonth,FYMonthOrder,AdmYear,PrimaryDrug,AdmCount
2014,Oct-13,Stonington,10,4,2013,Heroin,
2014,Oct-13,Stonington,10,4,2013,"Marijuana, Hashish, THC",
2014,Oct-13,Stonington,10,4,2013,Other Opiates and Synthetics,
2014,Nov-13,Stonington,11,5,2013,Alcohol,11
2014,Nov-13,Stonington,11,5,2013,Benzodiazepines,
2014,Nov-13,Stonington,11,5,2013,Crack,
2014,Nov-13,Stonington,11,5,2013,Heroin,
2014,Nov-13,Stonington,11,5,2013,Other Opiates and Synthetics,
2014,Nov-13,Stonington,11,5,2013,PCP,
2014,Dec-13,Stonington,12,6,2013,Alcohol,12
2014,Dec-13,Stonington,12,6,2013,Crack,
2014,Dec-13,Stonington,12,6,2013,Heroin,
2014,Dec-13,Stonington,12,6,2013,"Marijuana, Hashish, THC",
2014,Dec-13,Stonington,12,6,2013,Other Opiates and Synthetics,
2014,Jan-14,Stratford,1,7,2014,Alcohol,17
2014,Jan-14,Stratford,1,7,2014,Benzodiazepines,
2014,Jan-14,Stratford,1,7,2014,Cocaine,
2014,Jan-14,Stratford,1,7,2014,Crack,
2014,Jan-14,Stratford,1,7,2014,Heroin,9
2014,Jan-14,Stratford,1,7,2014,"Marijuana, Hashish, THC",10
2014,Jan-14,Stratford,1,7,2014,Other Opiates and Synthetics,
2014,Jan-14,Stratford,1,7,2014,PCP,
2014,Feb-14,Stratford,2,8,2014,Alcohol,18
2014,Feb-14,Stratford,2,8,2014,Benzodiazepines,
2014,Feb-14,Stratford,2,8,2014,Cocaine,
2014,Feb-14,Stratford,2,8,2014,Crack,
2014,Feb-14,Stratford,2,8,2014,Heroin,18
2014,Feb-14,Stratford,2,8,2014,"Marijuana, Hashish, THC",8
2014,Feb-14,Stratford,2,8,2014,Other Opiates and Synthetics,
2014,Feb-14,Stratford,2,8,2014,Other Sedatives or Hypnotics,
2014,Feb-14,Stratford,2,8,2014,PCP,
2014,Mar-14,Stratford,3,9,2014,Alcohol,16
2014,Mar-14,Stratford,3,9,2014,Benzodiazepines,
2014,Mar-14,Stratford,3,9,2014,Cocaine,
2014,Mar-14,Stratford,3,9,2014,Crack,
2014,Mar-14,Stratford,3,9,2014,Heroin,14
2014,Mar-14,Stratford,3,9,2014,"Marijuana, Hashish, THC",17
2014,Mar-14,Stratford,3,9,2014,Other Opiates and Synthetics,
2014,Apr-14,Stratford,4,10,2014,Alcohol,20
2014,Apr-14,Stratford,4,10,2014,Benzodiazepines,
2014,Apr-14,Stratford,4,10,2014,Cocaine,
2014,Apr-14,Stratford,4,10,2014,Crack,
2014,Apr-14,Stratford,4,10,2014,Heroin,17
2014,Apr-14,Stratford,4,10,2014,"Marijuana, Hashish, THC",7
2014,Apr-14,Stratford,4,10,2014,Other Opiates and Synthetics,
2014,May-14,Stratford,5,11,2014,Alcohol,13
2014,May-14,Stratford,5,11,2014,Benzodiazepines,
2014,May-14,Stratford,5,11,2014,Cocaine,
2014,May-14,Stratford,5,11,2014,Crack,
2014,May-14,Stratford,5,11,2014,Heroin,30
2014,May-14,Stratford,5,11,2014,"Marijuana, Hashish, THC",15
2014,May-14,Stratford,5,11,2014,Other Opiates and Synthetics,6
2014,May-14,Stratford,5,11,2014,PCP,
2014,Jun-14,Stratford,6,12,2014,Alcohol,28
2014,Jun-14,Stratford,6,12,2014,Benzodiazepines,
2014,Jun-14,Stratford,6,12,2014,Cocaine,
2014,Jun-14,Stratford,6,12,2014,Heroin,12
2014,Jun-14,Stratford,6,12,2014,"Marijuana, Hashish, THC",11
2014,Jun-14,Stratford,6,12,2014,Other Opiates and Synthetics,
2014,Jun-14,Stratford,6,12,2014,Over-the-Counter,
2014,Jun-14,Stratford,6,12,2014,PCP,
2014,Jul-13,Stratford,7,1,2013,Alcohol,9
2014,Jul-13,Stratford,7,1,2013,Benzodiazepines,
2014,Jul-13,Stratford,7,1,2013,Cocaine,
2014,Jul-13,Stratford,7,1,2013,Crack,
2014,Jul-13,Stratford,7,1,2013,Heroin,28
2014,Jul-13,Stratford,7,1,2013,"Marijuana, Hashish, THC",9
2014,Jul-13,Stratford,7,1,2013,Other Opiates and Synthetics,
2014,Aug-13,Stratford,8,2,2013,Alcohol,12
2014,Aug-13,Stratford,8,2,2013,Benzodiazepines,
2014,Aug-13,Stratford,8,2,2013,Cocaine,
2014,Aug-13,Stratford,8,2,2013,Crack,
2014,Aug-13,Stratford,8,2,2013,Heroin,20
2014,Aug-13,Stratford,8,2,2013,"Marijuana, Hashish, THC",8
2014,Aug-13,Stratford,8,2,2013,Other Opiates and Synthetics,
2014,Aug-13,Stratford,8,2,2013,PCP,
2014,Sep-13,Stratford,9,3,2013,Alcohol,12
2014,Sep-13,Stratford,9,3,2013,Benzodiazepines,
2014,Sep-13,Stratford,9,3,2013,Cocaine,
2014,Sep-13,Stratford,9,3,2013,Crack,
2014,Sep-13,Stratford,9,3,2013,Heroin,26
2014,Apr-14,Waterbury,4,10,2014,PCP,8
2014,Sep-13,Stratford,9,3,2013,Inhalants,
2014,Sep-13,Stratford,9,3,2013,"Marijuana, Hashish, THC",7
2014,Sep-13,Stratford,9,3,2013,Other Opiates and Synthetics,
2014,Sep-13,Stratford,9,3,2013,PCP,
2014,Oct-13,Stratford,10,4,2013,Alcohol,14
2014,Oct-13,Stratford,10,4,2013,Cocaine,
2014,Oct-13,Stratford,10,4,2013,Crack,
2014,Oct-13,Stratford,10,4,2013,Heroin,16
2014,Oct-13,Stratford,10,4,2013,"Marijuana, Hashish, THC",13
2014,Oct-13,Stratford,10,4,2013,Non-Prescriptive Methadone,
2014,Oct-13,Stratford,10,4,2013,Other Opiates and Synthetics,9
2014,Nov-13,Stratford,11,5,2013,Alcohol,7
2014,Nov-13,Stratford,11,5,2013,Benzodiazepines,6
2014,Nov-13,Stratford,11,5,2013,Cocaine,
2014,Nov-13,Stratford,11,5,2013,Crack,
2014,Nov-13,Stratford,11,5,2013,Heroin,16
2014,Nov-13,Stratford,11,5,2013,"Marijuana, Hashish, THC",7
2014,Nov-13,Stratford,11,5,2013,Non-Prescriptive Methadone,
2014,Nov-13,Stratford,11,5,2013,Other Opiates and Synthetics,9
2014,Nov-13,Stratford,11,5,2013,PCP,
2014,Dec-13,Stratford,12,6,2013,Alcohol,6
2014,Dec-13,Stratford,12,6,2013,Benzodiazepines,
2014,Dec-13,Stratford,12,6,2013,Cocaine,
2014,Dec-13,Stratford,12,6,2013,Crack,
2014,Dec-13,Stratford,12,6,2013,Heroin,15
2014,Dec-13,Stratford,12,6,2013,"Marijuana, Hashish, THC",9
2014,Dec-13,Stratford,12,6,2013,Other Opiates and Synthetics,
2014,Jan-14,Suffield,1,7,2014,Alcohol,7
2014,Jan-14,Suffield,1,7,2014,Heroin,
2014,Jan-14,Suffield,1,7,2014,"Marijuana, Hashish, THC",
2014,Feb-14,Suffield,2,8,2014,Alcohol,
2014,Feb-14,Suffield,2,8,2014,Cocaine,
2014,Feb-14,Suffield,2,8,2014,Heroin,
2014,Apr-14,Suffield,4,10,2014,Alcohol,
2014,Apr-14,Suffield,4,10,2014,Cocaine,
2014,Apr-14,Suffield,4,10,2014,Heroin,
2014,May-14,Suffield,5,11,2014,Alcohol,7
2014,May-14,Suffield,5,11,2014,Cocaine,
2014,May-14,Suffield,5,11,2014,Heroin,
2014,May-14,Suffield,5,11,2014,"Marijuana, Hashish, THC",
2014,Jun-14,Suffield,6,12,2014,Alcohol,
2014,Jun-14,Suffield,6,12,2014,Heroin,
2014,Jul-13,Suffield,7,1,2013,Alcohol,
2014,Jul-13,Suffield,7,1,2013,Heroin,
2014,Jul-13,Suffield,7,1,2013,"Marijuana, Hashish, THC",
2014,Jul-13,Suffield,7,1,2013,Other Opiates and Synthetics,
2014,Aug-13,Suffield,8,2,2013,Alcohol,6
2014,Aug-13,Suffield,8,2,2013,Heroin,
2014,Sep-13,Suffield,9,3,2013,Alcohol,6
2014,Sep-13,Suffield,9,3,2013,Heroin,
2014,Oct-13,Suffield,10,4,2013,Alcohol,
2014,Oct-13,Suffield,10,4,2013,Heroin,
2014,Oct-13,Suffield,10,4,2013,"Marijuana, Hashish, THC",
2014,Oct-13,Suffield,10,4,2013,Other Opiates and Synthetics,
2014,Dec-13,Suffield,12,6,2013,Alcohol,
2014,Dec-13,Suffield,12,6,2013,Heroin,6
2014,Jan-14,Thomaston,1,7,2014,Benzodiazepines,
2014,Jan-14,Thomaston,1,7,2014,Heroin,9
2014,Mar-14,Thomaston,3,9,2014,Alcohol,
2014,Mar-14,Thomaston,3,9,2014,Heroin,
2014,Mar-14,Thomaston,3,9,2014,"Marijuana, Hashish, THC",
2014,Mar-14,Thomaston,3,9,2014,Other Opiates and Synthetics,
2014,Apr-14,Thomaston,4,10,2014,Alcohol,
2014,Apr-14,Thomaston,4,10,2014,Heroin,
2014,Apr-14,Thomaston,4,10,2014,Inhalants,
2014,Apr-14,Thomaston,4,10,2014,"Marijuana, Hashish, THC",
2014,May-14,Thomaston,5,11,2014,Alcohol,
2014,May-14,Thomaston,5,11,2014,Cocaine,
2014,May-14,Thomaston,5,11,2014,Heroin,8
2014,Jun-14,Thomaston,6,12,2014,Alcohol,
2014,Jun-14,Thomaston,6,12,2014,Heroin,
2014,Jul-13,Thomaston,7,1,2013,Alcohol,7
2014,Jul-13,Thomaston,7,1,2013,Cocaine,
2014,Jul-13,Thomaston,7,1,2013,Heroin,6
2014,Jul-13,Thomaston,7,1,2013,Other Opiates and Synthetics,
2014,Aug-13,Thomaston,8,2,2013,Alcohol,
2014,Aug-13,Thomaston,8,2,2013,Benzodiazepines,
2014,Aug-13,Thomaston,8,2,2013,Heroin,
2014,Aug-13,Thomaston,8,2,2013,Other Opiates and Synthetics,
2014,Sep-13,Thomaston,9,3,2013,Alcohol,
2014,Sep-13,Thomaston,9,3,2013,Benzodiazepines,
2014,Sep-13,Thomaston,9,3,2013,Heroin,
2014,Sep-13,Thomaston,9,3,2013,Other Opiates and Synthetics,
2014,Oct-13,Thomaston,10,4,2013,Heroin,
2014,Oct-13,Thomaston,10,4,2013,Other Opiates and Synthetics,
2014,Dec-13,Thomaston,12,6,2013,Alcohol,
2014,Dec-13,Thomaston,12,6,2013,Heroin,
2014,Dec-13,Thomaston,12,6,2013,"Marijuana, Hashish, THC",
2014,Jan-14,Thompson,1,7,2014,Alcohol,
2014,Jan-14,Thompson,1,7,2014,Cocaine,
2014,Jan-14,Thompson,1,7,2014,Heroin,
2014,Jan-14,Thompson,1,7,2014,Other Opiates and Synthetics,
2014,Feb-14,Thompson,2,8,2014,Alcohol,
2014,Feb-14,Thompson,2,8,2014,Benzodiazepines,
2014,Feb-14,Thompson,2,8,2014,Heroin,
2014,Feb-14,Thompson,2,8,2014,"Marijuana, Hashish, THC",
2014,Feb-14,Thompson,2,8,2014,Other Opiates and Synthetics,
2014,Mar-14,Thompson,3,9,2014,Alcohol,6
2014,Mar-14,Thompson,3,9,2014,Heroin,
2014,Apr-14,Thompson,4,10,2014,Alcohol,
2014,Apr-14,Thompson,4,10,2014,Heroin,
2014,Apr-14,Thompson,4,10,2014,"Marijuana, Hashish, THC",
2014,Apr-14,Thompson,4,10,2014,Other Opiates and Synthetics,
2014,May-14,Thompson,5,11,2014,Alcohol,
2014,May-14,Thompson,5,11,2014,Heroin,
2014,Jul-13,Thompson,7,1,2013,Alcohol,6
2014,Jul-13,Thompson,7,1,2013,Heroin,
2014,Jul-13,Thompson,7,1,2013,Other Opiates and Synthetics,
2014,Aug-13,Thompson,8,2,2013,Alcohol,7
2014,Aug-13,Thompson,8,2,2013,Heroin,6
2014,Sep-13,Thompson,9,3,2013,Alcohol,
2014,Sep-13,Thompson,9,3,2013,Heroin,
2014,Sep-13,Thompson,9,3,2013,"Marijuana, Hashish, THC",
2014,Sep-13,Thompson,9,3,2013,Other Opiates and Synthetics,
2014,Oct-13,Thompson,10,4,2013,Alcohol,
2014,Oct-13,Thompson,10,4,2013,Heroin,
2014,Oct-13,Thompson,10,4,2013,"Marijuana, Hashish, THC",
2014,Oct-13,Thompson,10,4,2013,Other Opiates and Synthetics,
2014,Nov-13,Thompson,11,5,2013,Alcohol,
2014,Nov-13,Thompson,11,5,2013,Heroin,
2014,Dec-13,Thompson,12,6,2013,Alcohol,
2014,Dec-13,Thompson,12,6,2013,Heroin,
2014,Jan-14,Tolland,1,7,2014,Alcohol,
2014,Jan-14,Tolland,1,7,2014,Cocaine,
2014,Jan-14,Tolland,1,7,2014,Heroin,
2014,Jan-14,Tolland,1,7,2014,"Marijuana, Hashish, THC",
2014,Jan-14,Tolland,1,7,2014,Other Opiates and Synthetics,
2014,Feb-14,Tolland,2,8,2014,Alcohol,
2014,Feb-14,Tolland,2,8,2014,Cocaine,
2014,Feb-14,Tolland,2,8,2014,Heroin,
2014,Feb-14,Tolland,2,8,2014,"Marijuana, Hashish, THC",
2014,Apr-14,Tolland,4,10,2014,Alcohol,
2014,Apr-14,Tolland,4,10,2014,Cocaine,
2014,Apr-14,Tolland,4,10,2014,Heroin,
2014,Apr-14,Tolland,4,10,2014,"Marijuana, Hashish, THC",
2014,May-14,Tolland,5,11,2014,Alcohol,
2014,May-14,Tolland,5,11,2014,Cocaine,
2014,May-14,Tolland,5,11,2014,Heroin,
2014,May-14,Tolland,5,11,2014,"Marijuana, Hashish, THC",
2014,Jun-14,Tolland,6,12,2014,Alcohol,
2014,Jun-14,Tolland,6,12,2014,Benzodiazepines,
2014,Jun-14,Tolland,6,12,2014,Heroin,
2014,Oct-13,Tolland,10,4,2013,Alcohol,
2014,Oct-13,Tolland,10,4,2013,Cocaine,
2014,Oct-13,Tolland,10,4,2013,Heroin,
2014,Oct-13,Tolland,10,4,2013,"Marijuana, Hashish, THC",
2014,Oct-13,Tolland,10,4,2013,Other Opiates and Synthetics,
2014,Jan-14,Torrington,1,7,2014,Alcohol,47
2014,Jan-14,Torrington,1,7,2014,Cocaine,6
2014,Jan-14,Torrington,1,7,2014,Crack,
2014,Jan-14,Torrington,1,7,2014,"Hallucinogens: LSD, DMS, STP, etc",
2014,Jan-14,Torrington,1,7,2014,Heroin,52
2014,Jan-14,Torrington,1,7,2014,"Marijuana, Hashish, THC",11
2014,Jan-14,Torrington,1,7,2014,Other Opiates and Synthetics,
2014,Jan-14,Torrington,1,7,2014,PCP,
2014,Feb-14,Torrington,2,8,2014,Benzodiazepines,
2014,Feb-14,Torrington,2,8,2014,Cocaine,
2014,Feb-14,Torrington,2,8,2014,Crack,10
2014,Feb-14,Torrington,2,8,2014,Heroin,50
2014,Feb-14,Torrington,2,8,2014,"Marijuana, Hashish, THC",7
2014,Feb-14,Torrington,2,8,2014,Other,
2014,Feb-14,Torrington,2,8,2014,Other Opiates and Synthetics,8
2014,Feb-14,Torrington,2,8,2014,PCP,
2014,Mar-14,Torrington,3,9,2014,Alcohol,53
2014,Mar-14,Torrington,3,9,2014,Cocaine,7
2014,Mar-14,Torrington,3,9,2014,Crack,8
2014,Mar-14,Torrington,3,9,2014,Heroin,51
2014,Mar-14,Torrington,3,9,2014,"Marijuana, Hashish, THC",
2014,Mar-14,Torrington,3,9,2014,Methamphetamines,
2014,Mar-14,Torrington,3,9,2014,Other,
2014,Mar-14,Torrington,3,9,2014,Other Opiates and Synthetics,
2014,Apr-14,Torrington,4,10,2014,Alcohol,46
2014,Apr-14,Torrington,4,10,2014,Benzodiazepines,
2014,Apr-14,Torrington,4,10,2014,Cocaine,7
2014,Apr-14,Torrington,4,10,2014,Crack,8
2014,Apr-14,Torrington,4,10,2014,Heroin,54
2014,Apr-14,Torrington,4,10,2014,"Marijuana, Hashish, THC",9
2014,Apr-14,Torrington,4,10,2014,Methamphetamines,
2014,Apr-14,Torrington,4,10,2014,Other Opiates and Synthetics,
2014,May-14,Torrington,5,11,2014,Alcohol,44
2014,May-14,Torrington,5,11,2014,Cocaine,
2014,May-14,Torrington,5,11,2014,Crack,6
2014,May-14,Torrington,5,11,2014,Heroin,57
2014,May-14,Torrington,5,11,2014,"Marijuana, Hashish, THC",8
2014,May-14,Torrington,5,11,2014,Other Opiates and Synthetics,9
2014,Jun-14,Torrington,6,12,2014,Alcohol,49
2014,Jun-14,Torrington,6,12,2014,Cocaine,
2014,Jun-14,Torrington,6,12,2014,Crack,13
2014,Jun-14,Torrington,6,12,2014,Heroin,60
2014,Jun-14,Torrington,6,12,2014,"Marijuana, Hashish, THC",9
2014,Jun-14,Torrington,6,12,2014,Other Opiates and Synthetics,
2014,Jun-14,Torrington,6,12,2014,Over-the-Counter,
2014,Jul-13,Torrington,7,1,2013,Alcohol,42
2014,Jul-13,Torrington,7,1,2013,Barbiturates,
2014,Jul-13,Torrington,7,1,2013,Benzodiazepines,
2014,Jul-13,Torrington,7,1,2013,Cocaine,6
2014,Jul-13,Torrington,7,1,2013,Crack,
2014,Jul-13,Torrington,7,1,2013,"Hallucinogens: LSD, DMS, STP, etc",
2014,Jul-13,Torrington,7,1,2013,Heroin,39
2014,Jul-13,Torrington,7,1,2013,"Marijuana, Hashish, THC",7
2014,Jul-13,Torrington,7,1,2013,Other Opiates and Synthetics,
2014,Jul-13,Torrington,7,1,2013,PCP,
2014,Aug-13,Torrington,8,2,2013,Alcohol,67
2014,Aug-13,Torrington,8,2,2013,Barbiturates,
2014,Aug-13,Torrington,8,2,2013,Benzodiazepines,
2014,Aug-13,Torrington,8,2,2013,Cocaine,
2014,Aug-13,Torrington,8,2,2013,Crack,6
2014,Aug-13,Torrington,8,2,2013,"Hallucinogens: LSD, DMS, STP, etc",
2014,Aug-13,Torrington,8,2,2013,Heroin,37
2014,Aug-13,Torrington,8,2,2013,"Marijuana, Hashish, THC",8
2014,Aug-13,Torrington,8,2,2013,Other Opiates and Synthetics,
2014,Aug-13,Torrington,8,2,2013,PCP,
2014,Sep-13,Torrington,9,3,2013,Alcohol,40
2014,Sep-13,Torrington,9,3,2013,Barbiturates,
2014,Sep-13,Torrington,9,3,2013,Benzodiazepines,
2014,Sep-13,Torrington,9,3,2013,Cocaine,
2014,Sep-13,Torrington,9,3,2013,Crack,
2014,Sep-13,Torrington,9,3,2013,Heroin,40
2014,Sep-13,Torrington,9,3,2013,"Marijuana, Hashish, THC",8
2014,Sep-13,Torrington,9,3,2013,Other Opiates and Synthetics,6
2014,Sep-13,Torrington,9,3,2013,PCP,
2014,Oct-13,Torrington,10,4,2013,Alcohol,57
2014,Oct-13,Torrington,10,4,2013,Cocaine,7
2014,Oct-13,Torrington,10,4,2013,Crack,8
2014,Oct-13,Torrington,10,4,2013,Heroin,41
2014,Oct-13,Torrington,10,4,2013,"Marijuana, Hashish, THC",15
2014,Oct-13,Torrington,10,4,2013,Other Opiates and Synthetics,
2014,Oct-13,Torrington,10,4,2013,Other Sedatives or Hypnotics,
2014,Oct-13,Torrington,10,4,2013,Over-the-Counter,
2014,Nov-13,Torrington,11,5,2013,Alcohol,32
2014,Nov-13,Torrington,11,5,2013,Benzodiazepines,
2014,Nov-13,Torrington,11,5,2013,Cocaine,9
2014,Nov-13,Torrington,11,5,2013,Crack,
2014,Nov-13,Torrington,11,5,2013,"Hallucinogens: LSD, DMS, STP, etc",
2014,Nov-13,Torrington,11,5,2013,Heroin,38
2014,Nov-13,Torrington,11,5,2013,"Marijuana, Hashish, THC",7
2014,Nov-13,Torrington,11,5,2013,Other Opiates and Synthetics,
2014,Nov-13,Torrington,11,5,2013,Over-the-Counter,
2014,Dec-13,Torrington,12,6,2013,Alcohol,28
2014,Dec-13,Torrington,12,6,2013,Cocaine,
2014,Dec-13,Torrington,12,6,2013,Crack,
2014,Dec-13,Torrington,12,6,2013,"Hallucinogens: LSD, DMS, STP, etc",
2014,Dec-13,Torrington,12,6,2013,Heroin,41
2014,Dec-13,Torrington,12,6,2013,"Marijuana, Hashish, THC",9
2014,Dec-13,Torrington,12,6,2013,Other Opiates and Synthetics,
2014,Jan-14,Trumbull,1,7,2014,Alcohol,11
2014,Jan-14,Trumbull,1,7,2014,Benzodiazepines,
2014,Jan-14,Trumbull,1,7,2014,Heroin,12
2014,Jan-14,Trumbull,1,7,2014,Other Opiates and Synthetics,
2014,Feb-14,Trumbull,2,8,2014,Alcohol,
2014,Feb-14,Trumbull,2,8,2014,Benzodiazepines,
2014,Feb-14,Trumbull,2,8,2014,Cocaine,
2014,Feb-14,Trumbull,2,8,2014,Heroin,10
2014,Feb-14,Trumbull,2,8,2014,Other Opiates and Synthetics,
2014,Mar-14,Trumbull,3,9,2014,Alcohol,9
2014,Mar-14,Trumbull,3,9,2014,Benzodiazepines,
2014,Mar-14,Trumbull,3,9,2014,Cocaine,
2014,Mar-14,Trumbull,3,9,2014,Heroin,10
2014,Mar-14,Trumbull,3,9,2014,Other Opiates and Synthetics,
2014,Mar-14,Trumbull,3,9,2014,PCP,
2014,Apr-14,Trumbull,4,10,2014,Alcohol,10
2014,Apr-14,Trumbull,4,10,2014,Amphetamines,
2014,Apr-14,Trumbull,4,10,2014,Heroin,9
2014,Apr-14,Trumbull,4,10,2014,"Marijuana, Hashish, THC",
2014,Apr-14,Trumbull,4,10,2014,Other Opiates and Synthetics,
2014,May-14,Trumbull,5,11,2014,Alcohol,7
2014,May-14,Trumbull,5,11,2014,Heroin,7
2014,May-14,Trumbull,5,11,2014,"Marijuana, Hashish, THC",
2014,May-14,Trumbull,5,11,2014,Other Opiates and Synthetics,
2014,Jun-14,Trumbull,6,12,2014,Alcohol,
2014,Jun-14,Trumbull,6,12,2014,Benzodiazepines,
2014,Jun-14,Trumbull,6,12,2014,Heroin,10
2014,Jun-14,Trumbull,6,12,2014,"Marijuana, Hashish, THC",
2014,Jun-14,Trumbull,6,12,2014,Other Opiates and Synthetics,
2014,Jul-13,Trumbull,7,1,2013,Alcohol,10
2014,Jul-13,Trumbull,7,1,2013,Cocaine,
2014,Jul-13,Trumbull,7,1,2013,Heroin,
2014,Jul-13,Trumbull,7,1,2013,"Marijuana, Hashish, THC",
2014,Jul-13,Trumbull,7,1,2013,Other,
2014,Jul-13,Trumbull,7,1,2013,Other Opiates and Synthetics,
2014,Aug-13,Trumbull,8,2,2013,Alcohol,
2014,Aug-13,Trumbull,8,2,2013,Amphetamines,
2014,Aug-13,Trumbull,8,2,2013,Benzodiazepines,
2014,Aug-13,Trumbull,8,2,2013,Cocaine,
2014,Aug-13,Trumbull,8,2,2013,Crack,
2014,Aug-13,Trumbull,8,2,2013,Heroin,11
2014,Aug-13,Trumbull,8,2,2013,"Marijuana, Hashish, THC",
2014,Aug-13,Trumbull,8,2,2013,Other Opiates and Synthetics,
2014,Aug-13,Trumbull,8,2,2013,PCP,
2014,Sep-13,Trumbull,9,3,2013,Alcohol,
2014,Sep-13,Trumbull,9,3,2013,Cocaine,
2014,Sep-13,Trumbull,9,3,2013,Heroin,13
2014,Sep-13,Trumbull,9,3,2013,"Marijuana, Hashish, THC",
2014,Sep-13,Trumbull,9,3,2013,Other Opiates and Synthetics,
2014,Oct-13,Trumbull,10,4,2013,Alcohol,6
2014,Oct-13,Trumbull,10,4,2013,Amphetamines,
2014,Oct-13,Trumbull,10,4,2013,Benzodiazepines,
2014,Oct-13,Trumbull,10,4,2013,Cocaine,
2014,Oct-13,Trumbull,10,4,2013,Crack,
2014,Oct-13,Trumbull,10,4,2013,Heroin,12
2014,Oct-13,Trumbull,10,4,2013,Other Opiates and Synthetics,
2014,Nov-13,Trumbull,11,5,2013,Alcohol,
2014,Nov-13,Trumbull,11,5,2013,Benzodiazepines,
2014,Nov-13,Trumbull,11,5,2013,Heroin,17
2014,Nov-13,Trumbull,11,5,2013,"Marijuana, Hashish, THC",
2014,Nov-13,Trumbull,11,5,2013,Other Sedatives or Hypnotics,
2014,Dec-13,Trumbull,12,6,2013,Alcohol,8
2014,Dec-13,Trumbull,12,6,2013,Benzodiazepines,
2014,Dec-13,Trumbull,12,6,2013,Cocaine,
2014,Dec-13,Trumbull,12,6,2013,Heroin,9
2014,Dec-13,Trumbull,12,6,2013,"Marijuana, Hashish, THC",
2014,Dec-13,Trumbull,12,6,2013,Other Opiates and Synthetics,
2014,Jan-14,Vernon,1,7,2014,Alcohol,16
2014,Jan-14,Vernon,1,7,2014,Barbiturates,
2014,Jan-14,Vernon,1,7,2014,Benzodiazepines,
2014,Jan-14,Vernon,1,7,2014,Heroin,12
2014,Jan-14,Vernon,1,7,2014,"Marijuana, Hashish, THC",
2014,Jan-14,Vernon,1,7,2014,Other Sedatives or Hypnotics,
2014,Feb-14,Vernon,2,8,2014,Alcohol,18
2014,Feb-14,Vernon,2,8,2014,Benzodiazepines,
2014,Feb-14,Vernon,2,8,2014,Heroin,11
2014,Feb-14,Vernon,2,8,2014,"Marijuana, Hashish, THC",
2014,Feb-14,Vernon,2,8,2014,Other Opiates and Synthetics,
2014,Mar-14,Vernon,3,9,2014,Alcohol,11
2014,Mar-14,Vernon,3,9,2014,Barbiturates,
2014,Mar-14,Vernon,3,9,2014,Benzodiazepines,
2014,Mar-14,Vernon,3,9,2014,Heroin,12
2014,Mar-14,Vernon,3,9,2014,"Marijuana, Hashish, THC",
2014,Mar-14,Vernon,3,9,2014,Other Opiates and Synthetics,
2014,Apr-14,Vernon,4,10,2014,Alcohol,15
2014,Apr-14,Vernon,4,10,2014,Benzodiazepines,
2014,Apr-14,Vernon,4,10,2014,Cocaine,
2014,Apr-14,Vernon,4,10,2014,Heroin,15
2014,Apr-14,Vernon,4,10,2014,Other Opiates and Synthetics,
2014,May-14,Vernon,5,11,2014,Alcohol,8
2014,May-14,Vernon,5,11,2014,Heroin,10
2014,May-14,Vernon,5,11,2014,"Marijuana, Hashish, THC",
2014,Jun-14,Vernon,6,12,2014,Alcohol,11
2014,Jun-14,Vernon,6,12,2014,Cocaine,
2014,Jun-14,Vernon,6,12,2014,Crack,
2014,Jun-14,Vernon,6,12,2014,Heroin,14
2014,Jun-14,Vernon,6,12,2014,"Marijuana, Hashish, THC",
2014,Jun-14,Vernon,6,12,2014,Other Opiates and Synthetics,
2014,Jul-13,Vernon,7,1,2013,Alcohol,12
2014,Jul-13,Vernon,7,1,2013,Benzodiazepines,
2014,Jul-13,Vernon,7,1,2013,Heroin,15
2014,Jul-13,Vernon,7,1,2013,Other Opiates and Synthetics,
2014,Aug-13,Vernon,8,2,2013,Alcohol,13
2014,Aug-13,Vernon,8,2,2013,Cocaine,
2014,Aug-13,Vernon,8,2,2013,Crack,
2014,Aug-13,Vernon,8,2,2013,Heroin,
2014,Aug-13,Vernon,8,2,2013,"Marijuana, Hashish, THC",
2014,Aug-13,Vernon,8,2,2013,Other Opiates and Synthetics,
2014,Sep-13,Vernon,9,3,2013,Alcohol,14
2014,Sep-13,Vernon,9,3,2013,Benzodiazepines,
2014,Sep-13,Vernon,9,3,2013,Crack,
2014,Sep-13,Vernon,9,3,2013,"Marijuana, Hashish, THC",
2014,Sep-13,Vernon,9,3,2013,Other Opiates and Synthetics,
2014,Oct-13,Vernon,10,4,2013,Alcohol,9
2014,Oct-13,Vernon,10,4,2013,Amphetamines,
2014,Oct-13,Vernon,10,4,2013,Cocaine,
2014,Oct-13,Vernon,10,4,2013,Crack,
2014,Oct-13,Vernon,10,4,2013,Heroin,11
2014,Oct-13,Vernon,10,4,2013,"Marijuana, Hashish, THC",
2014,Nov-13,Vernon,11,5,2013,Alcohol,
2014,Nov-13,Vernon,11,5,2013,Benzodiazepines,
2014,Nov-13,Vernon,11,5,2013,Heroin,9
2014,Nov-13,Vernon,11,5,2013,"Marijuana, Hashish, THC",
2014,Nov-13,Vernon,11,5,2013,Other Opiates and Synthetics,
2014,Dec-13,Vernon,12,6,2013,Alcohol,12
2014,Dec-13,Vernon,12,6,2013,Benzodiazepines,
2014,Dec-13,Vernon,12,6,2013,Crack,
